year,month,day,checklists,contributors,species
1903,4,12,1,2,3
1903,4,16,0,2,1
1903,4,17,0,2,2
1903,4,18,0,2,9
1903,4,19,0,1,3
1903,4,20,0,2,3
1903,4,22,0,2,6
1903,4,23,0,2,2
1903,4,24,0,1,4
1903,4,25,0,4,11
1903,4,26,0,4,11
1903,4,27,0,2,2
1903,4,28,0,3,5
1903,4,29,0,1,5
1903,4,30,0,1,1
1903,5,1,0,5,7
1903,5,2,0,4,8
1903,5,3,0,3,4
1903,5,4,0,4,4
1903,5,5,0,3,2
1903,5,7,0,2,4
1903,5,8,0,2,3
1903,5,9,0,3,12
1903,5,10,0,3,20
1903,5,11,0,3,1
1903,5,12,0,1,2
1903,5,13,0,2,3
1903,5,14,0,2,2
1903,5,15,0,2,2
1903,5,16,0,2,6
1903,5,17,0,4,6
1903,5,18,0,3,3
1903,5,19,0,2,3
1903,5,22,0,1,1
1903,5,23,0,2,2
1903,5,24,0,3,2
1903,5,26,0,1,1
1903,5,27,0,1,1
1903,5,28,0,1,1
1903,5,30,0,1,1
1903,5,31,0,1,1
1903,6,1,0,1,1
1903,6,3,0,1,2
1903,6,4,0,2,3
1903,6,8,0,1,1
1903,6,10,0,1,0
1903,6,15,0,2,1
1903,6,18,0,2,2
1903,6,19,0,1,1
1903,6,20,0,2,2
1903,6,26,0,1,1
1903,6,27,0,2,2
1903,6,28,0,1,1
1903,6,30,0,2,3
1903,7,4,0,1,1
1903,7,6,0,1,1
1903,7,7,0,2,1
1903,7,8,0,2,2
1903,7,13,0,1,1
1903,7,14,0,2,2
1903,7,16,0,1,1
1903,7,19,0,1,1
1903,7,22,0,1,1
1903,7,26,0,2,2
1903,7,31,0,1,1
1903,8,1,0,1,1
1903,8,7,0,2,2
1903,8,17,1,1,39
1903,8,20,0,1,1
1903,8,27,0,1,1
1903,8,29,0,1,1
1903,8,31,0,1,0
1903,9,1,0,1,1
1903,9,4,0,1,2
1903,9,5,0,2,2
1903,9,7,0,2,2
1903,9,8,0,1,0
1903,9,11,0,1,1
1903,9,14,0,1,1
1903,9,16,0,1,1
1903,9,20,0,1,1
1903,9,23,0,1,1
1903,9,24,0,1,1
1903,9,26,0,1,2
1903,9,29,0,1,3
1903,9,30,0,2,1
1903,10,4,0,3,6
1903,10,5,0,1,1
1903,10,6,0,2,5
1903,10,7,0,2,2
1903,10,13,0,1,1
1903,10,15,0,2,0
1903,10,16,0,2,2
1903,10,17,0,3,4
1903,10,18,0,2,3
1903,10,20,0,1,3
1903,10,21,0,1,1
1903,10,29,0,1,1
1903,11,1,0,1,1
1903,11,9,0,1,1
1903,11,10,0,1,1
1903,11,13,0,1,1
1903,11,14,0,1,2
1903,11,17,0,2,1
1903,11,19,0,2,3
1903,11,20,0,1,1
1903,11,28,0,1,1
1903,12,3,0,1,1
1903,12,4,0,1,3
1903,12,6,0,1,1
1903,12,20,0,1,1
1903,12,22,0,1,1
1903,12,23,0,1,1
1903,12,25,1,2,4
1903,12,26,1,1,6
1903,12,27,0,1,3
1903,12,28,0,1,1
1903,12,31,0,1,1
1904,1,1,6,2,40
1904,1,4,0,1,0
1904,1,10,0,1,1
1904,1,15,0,1,1
1904,1,24,0,1,1
1904,1,31,0,1,1
1904,2,7,0,2,2
1904,2,16,0,1,3
1904,2,19,0,2,2
1904,2,20,0,1,1
1904,2,21,0,1,1
1904,2,23,0,1,1
1904,2,25,0,1,1
1904,2,26,0,1,1
1904,2,27,0,1,1
1904,2,28,0,1,4
1904,2,29,0,1,1
1904,3,1,0,1,2
1904,3,2,0,2,5
1904,3,4,0,1,3
1904,3,5,0,1,10
1904,3,6,0,1,2
1904,3,7,0,1,1
1904,3,9,0,1,2
1904,3,10,0,1,1
1904,3,11,0,1,3
1904,3,12,0,1,3
1904,3,13,0,3,3
1904,3,14,0,2,2
1904,3,15,0,1,1
1904,3,19,0,3,10
1904,3,20,0,1,0
1904,3,21,0,1,1
1904,3,24,0,2,2
1904,3,25,0,2,4
1904,3,26,0,1,2
1904,3,27,0,1,1
1904,3,28,0,2,2
1904,3,29,0,1,4
1904,3,30,0,1,1
1904,3,31,0,1,1
1904,4,1,0,3,5
1904,4,2,0,3,5
1904,4,3,0,1,1
1904,4,4,1,3,3
1904,4,5,0,1,1
1904,4,6,0,1,1
1904,4,7,0,3,2
1904,4,8,0,1,3
1904,4,9,0,1,2
1904,4,11,0,3,3
1904,4,12,0,1,1
1904,4,13,0,3,2
1904,4,14,0,3,2
1904,4,15,0,1,1
1904,4,16,0,1,2
1904,4,17,0,3,3
1904,4,18,0,2,3
1904,4,19,0,1,1
1904,4,20,0,2,5
1904,4,21,0,1,1
1904,4,22,0,2,2
1904,4,23,0,3,6
1904,4,24,0,6,18
1904,4,25,0,2,3
1904,4,26,0,3,3
1904,4,27,0,6,5
1904,4,30,0,1,4
1904,5,1,0,3,5
1904,5,2,0,2,3
1904,5,3,0,3,4
1904,5,4,0,2,3
1904,5,5,0,3,7
1904,5,6,0,2,6
1904,5,7,0,5,14
1904,5,8,0,1,17
1904,5,9,0,1,2
1904,5,10,0,3,5
1904,5,11,0,2,9
1904,5,12,0,2,7
1904,5,13,0,2,2
1904,5,14,0,3,5
1904,5,15,0,3,14
1904,5,16,0,2,2
1904,5,17,0,1,1
1904,5,19,0,1,1
1904,5,20,0,1,1
1904,5,21,0,3,8
1904,5,22,0,2,3
1904,5,23,0,1,1
1904,5,24,0,1,1
1904,5,26,0,1,1
1904,5,28,0,2,2
1904,5,29,0,1,2
1904,6,3,0,1,1
1904,6,12,0,1,1
1904,6,20,0,1,1
1904,6,26,0,1,1
1904,6,29,1,1,0
1904,7,1,0,1,5
1904,7,2,0,2,11
1904,7,3,0,2,4
1904,7,4,0,2,4
1904,7,5,0,1,13
1904,7,6,0,1,8
1904,7,8,0,2,4
1904,7,10,1,1,55
1904,7,11,0,1,1
1904,7,14,0,1,1
1904,7,15,0,1,1
1904,7,17,0,1,1
1904,7,18,0,1,3
1904,7,20,0,1,1
1904,7,21,0,1,4
1904,7,22,0,1,2
1904,7,24,0,1,3
1904,7,25,0,1,1
1904,7,27,0,1,0
1904,7,29,0,1,1
1904,7,30,0,1,1
1904,8,3,0,1,1
1904,8,13,0,1,1
1904,8,14,0,2,4
1904,8,15,0,2,2
1904,8,17,0,1,1
1904,8,20,0,1,2
1904,8,21,0,1,3
1904,8,23,0,1,1
1904,8,24,0,1,1
1904,8,25,0,1,1
1904,8,27,0,1,2
1904,8,31,0,1,0
1904,9,5,0,1,1
1904,9,6,0,1,0
1904,9,8,0,1,1
1904,9,9,0,1,0
1904,9,12,0,1,1
1904,9,15,0,1,1
1904,9,16,0,1,2
1904,9,17,0,2,13
1904,9,18,0,1,1
1904,9,19,0,1,0
1904,9,20,0,1,2
1904,9,21,0,3,5
1904,9,23,0,2,2
1904,9,24,0,1,1
1904,9,25,0,1,10
1904,9,26,0,1,1
1904,9,27,0,1,1
1904,9,28,0,1,10
1904,9,30,0,1,1
1904,10,1,0,1,3
1904,10,2,0,3,17
1904,10,3,0,1,1
1904,10,4,0,2,2
1904,10,5,0,2,1
1904,10,6,0,1,4
1904,10,7,0,1,2
1904,10,8,0,1,10
1904,10,13,0,1,1
1904,10,15,0,1,5
1904,10,16,0,3,8
1904,10,23,0,2,7
1904,10,24,0,1,1
1904,10,26,0,1,1
1904,10,29,0,1,6
1904,11,1,0,1,1
1904,11,5,0,1,1
1904,11,6,0,1,1
1904,11,11,0,1,2
1904,11,12,0,3,2
1904,11,19,0,1,1
1904,11,23,0,1,1
1904,11,26,0,1,1
1904,11,27,0,1,0
1904,11,28,0,1,1
1904,11,29,0,1,1
1904,12,1,0,2,2
1904,12,3,0,2,1
1904,12,4,0,1,1
1904,12,14,0,1,1
1904,12,22,0,1,1
1904,12,28,0,1,1
1904,12,30,0,1,1
1904,12,31,0,2,2
1905,1,1,0,1,1
1905,1,3,0,1,1
1905,1,20,0,1,1
1905,2,8,0,1,1
1905,2,10,0,1,1
1905,2,20,0,1,1
1905,2,25,0,1,3
1905,2,28,0,2,3
1905,3,1,0,1,1
1905,3,4,0,2,3
1905,3,5,0,4,3
1905,3,6,0,1,1
1905,3,7,0,1,1
1905,3,8,0,1,1
1905,3,9,0,2,3
1905,3,10,0,3,4
1905,3,11,0,2,1
1905,3,13,0,2,2
1905,3,14,0,3,6
1905,3,16,0,2,5
1905,3,17,0,2,2
1905,3,18,0,3,7
1905,3,19,0,2,3
1905,3,20,0,1,1
1905,3,21,0,1,3
1905,3,22,0,2,3
1905,3,23,0,2,6
1905,3,24,0,2,4
1905,3,25,0,2,11
1905,3,26,0,2,8
1905,3,27,0,3,6
1905,3,28,0,1,5
1905,3,29,0,3,6
1905,3,30,0,2,3
1905,3,31,0,2,3
1905,4,1,0,1,4
1905,4,2,0,2,3
1905,4,3,0,2,5
1905,4,4,0,3,3
1905,4,5,0,1,1
1905,4,6,0,1,1
1905,4,7,0,1,1
1905,4,8,0,2,4
1905,4,9,0,2,3
1905,4,10,0,2,3
1905,4,11,0,2,3
1905,4,12,0,2,6
1905,4,13,0,1,2
1905,4,15,1,2,2
1905,4,16,0,1,1
1905,4,18,0,1,1
1905,4,20,0,1,1
1905,4,21,0,1,2
1905,4,22,0,1,5
1905,4,23,0,4,8
1905,4,24,0,3,2
1905,4,26,0,1,1
1905,4,27,0,3,3
1905,4,29,0,1,10
1905,4,30,0,3,6
1905,5,1,0,1,1
1905,5,2,0,3,28
1905,5,3,0,4,16
1905,5,4,0,3,42
1905,5,5,0,1,2
1905,5,6,0,4,8
1905,5,7,0,4,14
1905,5,8,0,4,6
1905,5,9,0,2,3
1905,5,10,0,2,3
1905,5,11,0,3,3
1905,5,12,0,5,7
1905,5,13,0,6,16
1905,5,14,0,3,8
1905,5,15,2,5,4
1905,5,16,0,2,5
1905,5,17,0,1,0
1905,5,18,0,4,8
1905,5,19,0,1,2
1905,5,21,0,3,4
1905,5,22,0,3,4
1905,5,23,0,2,2
1905,5,24,0,2,1
1905,5,26,0,2,2
1905,5,27,0,2,9
1905,5,28,0,2,9
1905,5,29,0,1,1
1905,5,30,0,1,1
1905,5,31,0,1,1
1905,6,1,0,5,5
1905,6,2,0,2,2
1905,6,4,0,1,1
1905,6,6,0,1,1
1905,6,8,0,1,0
1905,6,11,0,1,1
1905,6,21,0,1,1
1905,6,22,0,1,1
1905,6,23,0,1,1
1905,6,25,0,1,1
1905,6,26,1,1,0
1905,6,29,0,2,2
1905,6,30,0,1,1
1905,7,1,1,2,2
1905,7,2,0,1,28
1905,7,3,0,1,6
1905,7,4,0,1,1
1905,7,5,0,1,4
1905,7,6,0,2,5
1905,7,7,2,2,0
1905,7,8,0,1,3
1905,7,9,0,1,1
1905,7,10,0,1,1
1905,7,13,0,1,2
1905,7,15,0,1,1
1905,7,16,0,1,1
1905,7,21,0,2,2
1905,7,24,0,1,1
1905,7,26,0,1,1
1905,7,30,0,1,1
1905,7,31,0,1,5
1905,8,7,0,1,2
1905,8,12,0,1,1
1905,8,20,0,1,1
1905,9,1,0,3,2
1905,9,2,0,1,1
1905,9,7,0,1,1
1905,9,8,0,1,1
1905,9,14,0,1,0
1905,9,15,0,1,0
1905,9,17,0,2,2
1905,9,20,0,1,1
1905,9,27,0,1,1
1905,9,28,0,1,0
1905,9,29,0,1,0
1905,9,30,0,1,1
1905,10,1,0,1,1
1905,10,2,0,1,1
1905,10,3,0,2,2
1905,10,5,0,1,3
1905,10,8,0,3,3
1905,10,12,0,2,1
1905,10,13,0,1,1
1905,10,15,0,5,3
1905,10,16,0,1,1
1905,10,17,0,1,1
1905,10,18,0,2,3
1905,10,24,0,1,1
1905,10,25,0,1,1
1905,10,27,0,2,2
1905,10,28,0,1,1
1905,10,29,0,1,0
1905,10,30,0,1,1
1905,10,31,0,1,1
1905,11,3,0,1,1
1905,11,4,0,1,1
1905,11,5,0,1,1
1905,11,6,0,1,1
1905,11,11,0,1,1
1905,11,18,0,1,0
1905,11,19,0,1,1
1905,11,21,0,1,1
1905,11,24,0,2,2
1905,11,25,0,2,2
1905,11,26,0,1,1
1905,12,8,0,1,1
1905,12,27,0,1,1
1905,12,31,0,1,1
1906,1,1,0,1,1
1906,1,5,0,1,1
1906,1,15,0,1,1
1906,2,4,0,1,2
1906,2,15,0,1,0
1906,2,18,0,1,1
1906,2,22,0,3,4
1906,2,23,0,2,6
1906,2,24,0,1,5
1906,2,25,0,1,1
1906,2,26,0,1,1
1906,3,1,0,1,5
1906,3,2,0,1,4
1906,3,3,0,1,3
1906,3,4,0,1,1
1906,3,10,0,1,2
1906,3,11,0,1,2
1906,3,18,0,1,1
1906,3,19,0,1,1
1906,3,20,0,1,1
1906,3,21,0,1,1
1906,3,22,0,2,2
1906,3,23,0,2,3
1906,3,24,0,2,2
1906,3,26,0,1,1
1906,3,27,0,2,2
1906,3,29,0,2,2
1906,3,30,0,1,1
1906,4,1,0,2,2
1906,4,2,0,1,1
1906,4,3,0,4,4
1906,4,4,0,3,4
1906,4,5,0,1,1
1906,4,7,0,1,12
1906,4,8,0,1,1
1906,4,9,0,1,2
1906,4,10,0,2,7
1906,4,11,0,1,2
1906,4,12,0,1,1
1906,4,13,0,1,6
1906,4,14,0,3,10
1906,4,15,0,4,4
1906,4,16,0,1,3
1906,4,17,0,2,6
1906,4,18,0,3,4
1906,4,19,0,2,6
1906,4,20,0,2,3
1906,4,21,0,1,2
1906,4,22,0,2,4
1906,4,23,0,1,2
1906,4,24,0,1,1
1906,4,25,0,2,4
1906,4,26,0,1,3
1906,4,27,0,1,4
1906,4,28,0,1,2
1906,4,29,0,1,15
1906,4,30,1,1,2
1906,5,1,0,1,1
1906,5,2,0,1,5
1906,5,3,0,1,11
1906,5,4,1,2,10
1906,5,5,0,3,14
1906,5,6,0,4,25
1906,5,8,0,2,3
1906,5,9,0,2,4
1906,5,10,0,2,2
1906,5,11,0,1,1
1906,5,12,0,2,4
1906,5,13,0,1,12
1906,5,14,1,5,129
1906,5,15,1,3,103
1906,5,16,0,1,5
1906,5,17,0,2,4
1906,5,19,0,1,3
1906,5,20,0,1,1
1906,5,22,0,1,1
1906,5,23,0,1,0
1906,5,24,0,1,1
1906,5,26,0,2,1
1906,5,29,0,1,1
1906,5,31,0,2,3
1906,6,1,0,1,0
1906,6,2,0,1,1
1906,6,9,0,1,1
1906,6,10,0,1,1
1906,6,16,0,3,3
1906,6,24,0,1,1
1906,6,30,0,1,1
1906,7,1,0,1,1
1906,7,16,0,1,1
1906,7,25,0,1,0
1906,7,29,0,1,1
1906,8,5,0,1,1
1906,8,13,0,1,1
1906,8,15,0,1,1
1906,8,20,0,1,1
1906,8,23,0,1,2
1906,8,29,0,1,1
1906,9,3,0,1,1
1906,9,4,0,1,1
1906,9,7,0,1,1
1906,9,9,0,2,3
1906,9,14,0,1,3
1906,9,15,0,3,2
1906,9,16,0,1,2
1906,9,17,0,1,1
1906,9,21,0,2,6
1906,9,22,0,1,2
1906,9,23,0,1,2
1906,9,24,0,2,7
1906,9,25,0,1,1
1906,9,27,0,1,6
1906,10,1,1,2,20
1906,10,4,0,1,1
1906,10,12,0,1,1
1906,10,13,0,2,10
1906,10,14,0,1,4
1906,10,15,0,2,11
1906,10,16,0,2,3
1906,10,18,0,1,1
1906,10,19,0,2,1
1906,10,20,0,1,1
1906,10,21,0,1,1
1906,10,22,0,2,3
1906,10,23,0,2,5
1906,10,27,0,2,3
1906,10,28,0,1,1
1906,10,29,0,1,7
1906,10,31,0,1,1
1906,11,5,0,1,2
1906,11,6,0,1,1
1906,11,7,0,1,1
1906,11,9,0,1,0
1906,11,10,0,1,1
1906,11,12,0,1,6
1906,11,19,0,1,2
1906,11,25,0,1,2
1906,11,26,0,2,3
1906,12,8,0,1,1
1906,12,11,0,2,1
1906,12,19,0,1,1
1906,12,23,0,1,1
1906,12,25,1,2,8
1906,12,26,0,1,1
1906,12,28,1,1,5
1907,1,1,0,3,2
1907,1,11,0,1,1
1907,2,2,0,1,1
1907,2,4,0,1,1
1907,2,6,0,1,1
1907,2,12,0,1,1
1907,2,14,0,1,1
1907,2,15,0,1,1
1907,2,18,0,1,2
1907,2,21,0,1,1
1907,2,23,0,2,2
1907,3,1,0,1,3
1907,3,2,0,1,3
1907,3,5,0,2,4
1907,3,6,0,1,7
1907,3,8,0,1,2
1907,3,9,0,1,3
1907,3,11,0,1,1
1907,3,12,0,1,2
1907,3,13,0,2,3
1907,3,14,0,1,1
1907,3,15,0,4,6
1907,3,16,0,2,10
1907,3,17,0,2,8
1907,3,18,0,2,4
1907,3,19,0,1,1
1907,3,20,0,1,6
1907,3,21,0,2,4
1907,3,22,0,2,3
1907,3,23,0,2,7
1907,3,24,0,1,2
1907,3,25,0,2,7
1907,3,26,0,2,11
1907,3,27,0,2,2
1907,3,28,0,1,1
1907,3,30,0,2,7
1907,3,31,0,3,3
1907,4,1,0,1,4
1907,4,2,0,2,5
1907,4,3,0,1,3
1907,4,4,0,2,2
1907,4,6,0,1,3
1907,4,7,0,2,2
1907,4,8,0,2,3
1907,4,9,0,1,1
1907,4,10,0,2,2
1907,4,11,0,2,1
1907,4,12,0,1,1
1907,4,14,0,3,3
1907,4,15,0,2,4
1907,4,16,0,1,1
1907,4,17,0,1,2
1907,4,18,0,2,3
1907,4,19,0,3,3
1907,4,20,0,2,2
1907,4,21,0,1,1
1907,4,22,0,3,3
1907,4,24,0,2,2
1907,4,25,0,4,6
1907,4,26,0,3,4
1907,4,27,0,5,6
1907,4,28,0,3,10
1907,4,29,0,4,18
1907,4,30,0,3,4
1907,5,1,0,5,6
1907,5,2,0,3,5
1907,5,3,0,1,1
1907,5,4,0,3,4
1907,5,5,0,4,8
1907,5,6,0,3,3
1907,5,7,0,4,9
1907,5,8,0,1,1
1907,5,9,0,3,4
1907,5,10,0,7,7
1907,5,11,0,3,4
1907,5,12,1,5,7
1907,5,13,0,4,37
1907,5,14,1,3,17
1907,5,15,0,3,8
1907,5,16,0,2,2
1907,5,17,0,4,9
1907,5,18,0,4,12
1907,5,19,0,7,18
1907,5,20,1,4,9
1907,5,21,0,2,2
1907,5,22,0,2,3
1907,5,23,0,3,7
1907,5,24,0,2,4
1907,5,25,0,5,8
1907,5,26,0,2,7
1907,5,27,0,3,5
1907,5,28,0,4,6
1907,5,29,0,3,4
1907,5,30,0,3,3
1907,5,31,0,2,4
1907,6,1,0,3,4
1907,6,2,0,3,5
1907,6,3,0,2,3
1907,6,4,0,2,3
1907,6,5,0,1,2
1907,6,6,0,2,4
1907,6,7,0,3,4
1907,6,8,0,1,2
1907,6,9,0,4,5
1907,6,10,0,1,2
1907,6,11,0,1,2
1907,6,12,0,3,4
1907,6,13,0,1,2
1907,6,14,0,1,2
1907,6,15,0,2,3
1907,6,16,0,1,2
1907,6,17,0,1,2
1907,6,18,0,2,3
1907,6,19,0,2,3
1907,6,20,0,1,2
1907,6,21,0,1,2
1907,6,22,0,2,3
1907,6,23,0,1,2
1907,6,24,0,2,3
1907,6,25,0,2,3
1907,6,26,0,2,3
1907,6,27,0,1,2
1907,6,28,0,1,2
1907,6,29,0,1,2
1907,6,30,0,2,3
1907,7,1,0,1,2
1907,7,2,0,1,2
1907,7,3,0,1,2
1907,7,4,0,1,2
1907,7,5,0,1,2
1907,7,6,0,1,2
1907,7,7,0,3,3
1907,7,8,0,3,5
1907,7,9,0,1,1
1907,7,10,0,1,1
1907,7,11,0,1,1
1907,7,12,0,2,2
1907,7,13,0,1,1
1907,7,14,0,1,1
1907,7,15,0,1,1
1907,7,16,0,1,1
1907,7,17,0,1,1
1907,7,18,0,1,1
1907,7,19,0,1,1
1907,7,20,0,2,19
1907,7,21,0,1,1
1907,7,24,0,1,1
1907,7,27,0,1,1
1907,7,28,0,1,1
1907,7,31,0,1,1
1907,8,2,0,1,1
1907,8,3,0,1,1
1907,8,4,0,1,1
1907,8,5,0,1,1
1907,8,20,0,1,0
1907,8,21,0,1,0
1907,9,1,0,1,1
1907,9,3,0,1,0
1907,9,8,0,1,1
1907,9,13,0,1,1
1907,9,22,0,2,5
1907,9,23,0,1,2
1907,9,30,0,1,0
1907,10,1,0,1,1
1907,10,4,0,1,1
1907,10,5,0,1,1
1907,10,7,0,1,1
1907,10,11,0,1,1
1907,10,12,0,1,1
1907,10,13,0,1,1
1907,10,14,0,1,4
1907,10,15,0,1,1
1907,10,16,0,1,1
1907,10,18,0,1,1
1907,10,24,0,1,2
1907,10,26,0,1,6
1907,10,30,1,1,1
1907,11,4,0,1,2
1907,11,5,0,1,1
1907,11,8,0,1,1
1907,11,12,0,1,1
1907,11,19,0,1,1
1907,11,26,0,1,1
1907,12,1,0,2,1
1907,12,3,0,2,1
1907,12,16,1,2,2
1907,12,19,0,1,1
1907,12,24,0,1,1
1907,12,25,1,3,8
1907,12,27,0,1,1
1908,1,1,0,1,1
1908,1,2,1,1,2
1908,1,11,0,1,1
1908,1,15,0,1,1
1908,1,17,0,1,1
1908,1,26,0,1,1
1908,2,8,0,1,1
1908,2,10,0,1,1
1908,2,13,0,1,1
1908,2,16,0,1,1
1908,2,20,0,1,1
1908,2,22,0,1,1
1908,2,24,0,1,1
1908,2,25,0,1,1
1908,2,28,1,1,1
1908,3,2,0,1,1
1908,3,5,0,1,1
1908,3,6,0,1,2
1908,3,7,2,2,20
1908,3,8,1,1,2
1908,3,9,1,5,10
1908,3,10,0,1,1
1908,3,11,1,2,9
1908,3,12,1,1,2
1908,3,13,0,1,1
1908,3,14,1,4,6
1908,3,15,2,3,21
1908,3,16,1,1,5
1908,3,17,1,1,8
1908,3,19,2,2,6
1908,3,20,1,1,4
1908,3,21,1,2,7
1908,3,22,0,2,2
1908,3,24,1,2,1
1908,3,25,1,4,6
1908,3,26,1,3,6
1908,3,27,1,3,15
1908,3,28,0,1,2
1908,3,29,1,3,7
1908,3,30,1,3,11
1908,3,31,1,3,5
1908,4,1,1,1,3
1908,4,2,1,1,2
1908,4,3,1,2,3
1908,4,4,1,2,7
1908,4,5,1,1,4
1908,4,6,1,2,6
1908,4,7,1,2,4
1908,4,8,1,1,4
1908,4,9,1,1,8
1908,4,10,1,2,6
1908,4,11,1,2,33
1908,4,12,1,2,8
1908,4,13,1,3,5
1908,4,14,2,2,11
1908,4,15,1,1,1
1908,4,16,1,1,6
1908,4,17,1,2,12
1908,4,18,1,2,12
1908,4,19,1,4,16
1908,4,20,0,1,1
1908,4,21,1,3,11
1908,4,22,1,1,10
1908,4,24,1,2,13
1908,4,25,1,2,11
1908,4,26,1,4,14
1908,4,27,1,3,13
1908,4,28,1,2,9
1908,4,29,1,2,5
1908,4,30,1,1,7
1908,5,1,1,2,6
1908,5,2,1,2,13
1908,5,3,2,2,13
1908,5,4,2,3,24
1908,5,5,1,1,4
1908,5,6,1,3,4
1908,5,7,1,2,5
1908,5,8,2,4,132
1908,5,9,1,3,11
1908,5,10,1,1,10
1908,5,11,1,3,3
1908,5,12,0,2,6
1908,5,13,1,1,6
1908,5,14,1,1,4
1908,5,15,1,1,4
1908,5,16,0,1,1
1908,5,17,1,3,7
1908,5,19,1,1,4
1908,5,20,1,1,1
1908,5,21,1,1,2
1908,5,22,1,2,4
1908,5,24,1,2,11
1908,5,26,1,2,4
1908,5,27,0,1,1
1908,5,28,1,2,6
1908,5,29,1,1,3
1908,5,30,0,2,2
1908,6,1,1,2,4
1908,6,3,1,1,2
1908,6,4,0,1,1
1908,6,5,1,1,7
1908,6,6,0,1,1
1908,6,9,1,1,23
1908,6,10,0,2,2
1908,6,11,0,1,1
1908,6,13,0,2,2
1908,6,15,0,1,2
1908,6,16,0,1,6
1908,6,17,0,1,2
1908,6,18,0,1,1
1908,6,19,0,1,1
1908,6,20,1,3,3
1908,6,24,0,1,0
1908,6,26,1,1,1
1908,6,27,0,1,0
1908,6,28,0,1,1
1908,6,30,1,1,1
1908,7,1,1,1,4
1908,7,3,0,1,1
1908,7,7,1,1,2
1908,7,9,0,1,1
1908,7,28,0,1,1
1908,8,1,0,2,2
1908,8,5,0,1,1
1908,8,14,1,3,17
1908,8,16,0,1,1
1908,8,20,0,1,1
1908,8,21,0,1,1
1908,8,22,0,1,1
1908,8,24,0,1,1
1908,8,26,0,1,1
1908,9,1,0,2,0
1908,9,3,0,1,1
1908,9,4,0,1,1
1908,9,8,1,1,1
1908,9,15,0,1,1
1908,9,16,0,2,2
1908,9,18,0,1,1
1908,9,22,0,1,1
1908,9,24,0,1,1
1908,9,26,0,1,1
1908,10,1,0,1,1
1908,10,2,0,2,5
1908,10,3,0,1,1
1908,10,5,0,1,1
1908,10,7,0,2,1
1908,10,8,0,1,2
1908,10,10,0,1,2
1908,10,11,0,1,1
1908,10,12,0,2,2
1908,10,15,0,1,1
1908,10,16,0,2,3
1908,10,17,0,3,4
1908,10,18,0,3,3
1908,10,19,0,2,3
1908,10,20,0,3,3
1908,10,21,0,1,1
1908,10,23,0,1,2
1908,10,24,0,3,5
1908,10,25,0,1,1
1908,11,4,0,1,1
1908,11,5,0,2,3
1908,11,6,0,1,1
1908,11,7,0,1,1
1908,11,8,0,1,1
1908,11,15,0,1,1
1908,11,17,0,1,0
1908,11,20,0,1,1
1908,11,22,0,2,2
1908,11,29,1,1,1
1908,12,1,0,2,1
1908,12,4,0,1,1
1908,12,12,0,2,2
1908,12,14,0,1,1
1908,12,21,1,1,5
1908,12,24,0,1,1
1908,12,25,3,2,21
1908,12,26,1,2,2
1908,12,27,1,2,10
1908,12,28,2,2,11
1908,12,30,0,1,1
1909,1,1,1,3,3
1909,1,10,0,2,6
1909,1,23,0,1,1
1909,1,30,1,1,1
1909,2,3,0,2,2
1909,2,5,0,1,1
1909,2,6,0,3,4
1909,2,13,0,1,1
1909,2,14,1,1,1
1909,2,15,1,1,1
1909,2,16,1,1,1
1909,2,17,1,1,1
1909,2,18,1,2,2
1909,2,19,1,2,2
1909,2,20,1,2,2
1909,2,21,1,3,3
1909,2,22,1,2,7
1909,2,23,1,2,2
1909,2,24,1,1,1
1909,2,25,1,3,3
1909,2,26,1,2,2
1909,2,27,1,2,3
1909,2,28,1,3,3
1909,3,1,1,2,6
1909,3,2,1,2,2
1909,3,3,1,2,2
1909,3,4,1,1,1
1909,3,5,1,2,2
1909,3,6,0,1,4
1909,3,7,0,1,1
1909,3,8,1,3,8
1909,3,9,0,1,3
1909,3,10,0,1,2
1909,3,12,0,2,5
1909,3,13,0,1,4
1909,3,14,1,1,1
1909,3,15,0,1,4
1909,3,16,0,2,6
1909,3,18,0,1,1
1909,3,19,0,1,3
1909,3,20,0,2,6
1909,3,21,0,2,4
1909,3,23,0,1,1
1909,3,24,0,2,2
1909,3,25,0,1,1
1909,3,26,0,1,3
1909,3,27,0,2,6
1909,3,28,0,3,9
1909,3,29,0,3,3
1909,3,30,0,2,5
1909,3,31,0,1,1
1909,4,1,0,2,7
1909,4,2,0,2,11
1909,4,3,0,1,7
1909,4,4,0,3,5
1909,4,5,0,2,10
1909,4,6,0,2,3
1909,4,7,0,1,4
1909,4,8,0,1,4
1909,4,9,0,1,1
1909,4,10,0,2,4
1909,4,11,0,4,3
1909,4,12,0,1,9
1909,4,13,0,5,9
1909,4,14,0,4,10
1909,4,15,0,1,6
1909,4,16,0,3,3
1909,4,17,0,1,10
1909,4,18,0,4,8
1909,4,19,0,1,20
1909,4,20,0,2,4
1909,4,21,0,1,4
1909,4,22,0,2,10
1909,4,23,0,2,9
1909,4,24,0,1,4
1909,4,25,0,2,2
1909,4,26,0,3,3
1909,4,27,0,2,5
1909,4,28,0,3,5
1909,4,29,0,1,2
1909,4,30,0,5,22
1909,5,1,0,3,24
1909,5,2,0,4,8
1909,5,3,1,3,9
1909,5,4,0,4,17
1909,5,5,1,3,17
1909,5,6,0,3,21
1909,5,7,0,2,3
1909,5,8,0,3,9
