,speciesCode,comName,sciName,locId,locName,obsDt,howMany,lat,lng,obsValid,obsReviewed,locationPrivate,subId
153,hrshaw,Harris's Hawk,Parabuteo unicinctus,L12397410,"27600–27634 SH-359, Realitos US-TX (27.3629,-98.7581)",2020-09-30 10:58,2.0,27.362937,-98.758076,True,False,True,S74243498
154,sctfly,Scissor-tailed Flycatcher,Tyrannus forficatus,L12397410,"27600–27634 SH-359, Realitos US-TX (27.3629,-98.7581)",2020-09-30 10:58,1.0,27.362937,-98.758076,True,False,True,S74243498
155,comloo,Common Loon,Gavia immer,L3969862,Bear Springs Camp,2020-09-30 10:57,1.0,44.578211,-69.836151,True,False,True,S74241533
156,truswa,Trumpeter Swan,Cygnus buccinator,L516894,Killbuck Marsh Wildlife Area--Clark Rd.,2020-09-30 10:56,6.0,40.6988608,-81.972084,True,False,False,S74242050
157,brncre,Brown Creeper,Certhia americana,L717752,Hodenpyl Woods,2020-09-30 10:56,1.0,42.9581971,-85.609417,True,False,False,S74243474
158,swallo,swallow sp.,Hirundinidae sp.,L928659,Lee Bucks Rd.,2020-09-30 10:55,3.0,34.1238844,-78.0358028,True,False,False,S74241233
159,houwre,House Wren,Troglodytes aedon,L8044419,Scalloptown Park,2020-09-30 10:55,1.0,41.6500455,-71.4542406,True,False,False,S74243100
160,cathus,Catharus sp.,Catharus sp.,L597819,UMASS demonstation forest-Franklin St,2020-09-30 10:55,1.0,42.2470727,-72.3684883,True,False,True,S74242110
161,logshr,Loggerhead Shrike,Lanius ludovicianus,L405338,Frog Pond WMA--Lucky Hammock,2020-09-30 10:54,2.0,25.396439,-80.566581,True,False,False,S74242458
162,wiltur,Wild Turkey,Meleagris gallopavo,L1367015,Waquoit Farms Drive East Falmouth,2020-09-30 10:54,12.0,41.589021,-70.52892,True,False,True,S74241137
163,whcspa,White-crowned Sparrow,Zonotrichia leucophrys,L5864836,Muskallonge Lake SP,2020-09-30 10:53,3.0,46.6763615,-85.628451,True,False,False,S74243285
164,comrav,Common Raven,Corvus corax,L9290482,Logans Pond,2020-09-30 10:53,1.0,42.9658441,-74.5908263,True,False,True,S74243430
165,gycthr,Gray-cheeked Thrush,Catharus minimus,L5864836,Muskallonge Lake SP,2020-09-30 10:53,1.0,46.6763615,-85.628451,True,False,False,S74243285
166,comgal1,Common Gallinule,Gallinula galeata,L11228548,"10409 Northwest 11th Street, Pembroke Pines, Florida, US (26.015, -80.286)",2020-09-30 10:52,1.0,26.0151347,-80.2864074,True,False,True,S74242734
167,bbwduc,Black-bellied Whistling-Duck,Dendrocygna autumnalis,L452007,Orlando Wetlands Park,2020-09-30 10:52,2.0,28.5753263,-80.9966826,True,False,False,S74243378
168,libher,Little Blue Heron,Egretta caerulea,L452007,Orlando Wetlands Park,2020-09-30 10:52,2.0,28.5753263,-80.9966826,True,False,False,S74243378
169,pecsan,Pectoral Sandpiper,Calidris melanotos,L12211340,"New York 3, Fulton, New York, US (43.329, -76.471)",2020-09-30 10:52,2.0,43.3291017,-76.4705017,True,False,True,S74241406
170,solsan,Solitary Sandpiper,Tringa solitaria,L12211340,"New York 3, Fulton, New York, US (43.329, -76.471)",2020-09-30 10:52,4.0,43.3291017,-76.4705017,True,False,True,S74241406
171,egygoo,Egyptian Goose,Alopochen aegyptiaca,L11228548,"10409 Northwest 11th Street, Pembroke Pines, Florida, US (26.015, -80.286)",2020-09-30 10:52,43.0,26.0151347,-80.2864074,True,False,True,S74242734
172,gadwal,Gadwall,Mareca strepera,L267814,Montezuma NWR--Wildlife Drive,2020-09-30 10:51,7.0,42.9817483,-76.7353284,True,False,False,S74241494
173,duck1,duck sp.,Anatinae sp.,L779520,Harvey-Wangsness Wetland,2020-09-30 10:50,80.0,43.2909044,-89.3047929,True,False,False,S74243388
174,calidr,peep sp.,Calidris sp. (peep sp.),L268000,Robert Moses SP,2020-09-30 10:49,20.0,40.6242696,-73.2622342,True,False,False,S74241699
175,bkbwar,Blackburnian Warbler,Setophaga fusca,L9436494,"Spruce Pine Lane, Pisgah Forest NC",2020-09-30 10:49,1.0,35.224,-82.6858,True,False,True,S74243241
176,herthr,Hermit Thrush,Catharus guttatus,L473621,"15 Mine Road, South Strafford",2020-09-30 10:49,1.0,43.8341321,-72.3571157,True,False,True,S74241326
177,yetvir,Yellow-throated Vireo,Vireo flavifrons,L9436494,"Spruce Pine Lane, Pisgah Forest NC",2020-09-30 10:49,1.0,35.224,-82.6858,True,False,True,S74243241
178,shshaw,Sharp-shinned Hawk,Accipiter striatus,L276107,Cape Island--CMP (Cape May Point),2020-09-30 10:48,2.0,38.9377865,-74.9670721,True,False,False,S74242347
179,lesyel,Lesser Yellowlegs,Tringa flavipes,L6188602,Dooly Co. Rd. Farm Pond,2020-09-30 10:48,8.0,32.2915949,-83.88622,True,False,False,S74242198
180,bnhcow,Brown-headed Cowbird,Molothrus ater,L6188602,Dooly Co. Rd. Farm Pond,2020-09-30 10:48,3.0,32.2915949,-83.88622,True,False,False,S74242198
181,nrwswa,Northern Rough-winged Swallow,Stelgidopteryx serripennis,L6188602,Dooly Co. Rd. Farm Pond,2020-09-30 10:48,35.0,32.2915949,-83.88622,True,False,False,S74242198
182,leasan,Least Sandpiper,Calidris minutilla,L6188602,Dooly Co. Rd. Farm Pond,2020-09-30 10:48,10.0,32.2915949,-83.88622,True,False,False,S74242198
183,amewig,American Wigeon,Mareca americana,L234417,Fair Haven Beach SP,2020-09-30 10:47,101.0,43.3435645,-76.6991904,True,False,False,S74241687
184,smafal,small falcon sp.,Falco sp. (small falcon sp.),L620756,Elys Ferry Landing,2020-09-30 10:46,1.0,41.3634108,-72.3762989,True,False,False,S74242841
185,larus,gull sp.,Larinae sp.,L620756,Elys Ferry Landing,2020-09-30 10:46,5.0,41.3634108,-72.3762989,True,False,False,S74242841
186,sposan,Spotted Sandpiper,Actitis macularius,L3737529,Bells Gap Trail,2020-09-30 10:45,1.0,40.6149583,-78.3647409,True,False,False,S74242992
187,santer1,Sandwich Tern,Thalasseus sandvicensis,L12397399,"S Padre Island Dr, Corpus Christi US-TX 27.66336, -97.27218",2020-09-30 10:42,1.0,27.663361,-97.272177,True,False,True,S74243413
188,neocor,Neotropic Cormorant,Phalacrocorax brasilianus,L12397399,"S Padre Island Dr, Corpus Christi US-TX 27.66336, -97.27218",2020-09-30 10:42,2.0,27.663361,-97.272177,True,False,True,S74243413
189,rosspo1,Roseate Spoonbill,Platalea ajaja,L12397399,"S Padre Island Dr, Corpus Christi US-TX 27.66336, -97.27218",2020-09-30 10:42,1.0,27.663361,-97.272177,True,False,True,S74243413
190,grtgra,Great-tailed Grackle,Quiscalus mexicanus,L12397399,"S Padre Island Dr, Corpus Christi US-TX 27.66336, -97.27218",2020-09-30 10:42,7.0,27.663361,-97.272177,True,False,True,S74243413
191,gockin,Golden-crowned Kinglet,Regulus satrapa,L2854336,0_Jenks_60201,2020-09-30 10:41,2.0,42.067574,-87.69893,True,False,True,S74242908
192,eucdov,Eurasian Collared-Dove,Streptopelia decaocto,L127373,"Lake Okeechobee--Okeechobee Recreation Area Lock 7, Jaycee Park",2020-09-30 10:37,1.0,27.1955353,-80.8312011,True,False,False,S74242996
193,gloibi,Glossy Ibis,Plegadis falcinellus,L127373,"Lake Okeechobee--Okeechobee Recreation Area Lock 7, Jaycee Park",2020-09-30 10:37,2.0,27.1955353,-80.8312011,True,False,False,S74242996
194,blugrb1,Blue Grosbeak,Passerina caerulea,L651593,Jordan Lake--B. Everett Jordan Dam,2020-09-30 10:37,4.0,35.6542495,-79.0678176,True,False,False,S74242161
195,limpki,Limpkin,Aramus guarauna,L127373,"Lake Okeechobee--Okeechobee Recreation Area Lock 7, Jaycee Park",2020-09-30 10:37,2.0,27.1955353,-80.8312011,True,False,False,S74242996
196,fragul,Franklin's Gull,Leucophaeus pipixcan,L12397311,"Haskell Indian Nations University, Lawrence US-KS 38.93926, -95.23133",2020-09-30 10:36,8.0,38.939257,-95.231332,True,False,True,S74242878
197,lbbgul,Lesser Black-backed Gull,Larus fuscus,L5109360,Bartlett's Farm Area,2020-09-30 10:36,7.0,41.263832,-70.127843,True,False,True,S74241237
198,cubthr,Curve-billed Thrasher,Toxostoma curvirostre,L5254868,Green Hill Cemetry,2020-09-30 10:33,1.0,27.3536448,-98.7504036,True,False,False,S74243323
199,grekis,Great Kiskadee,Pitangus sulphuratus,L5254868,Green Hill Cemetry,2020-09-30 10:33,2.0,27.3536448,-98.7504036,True,False,False,S74243323
200,labwoo,Ladder-backed Woodpecker,Dryobates scalaris,L5254868,Green Hill Cemetry,2020-09-30 10:33,1.0,27.3536448,-98.7504036,True,False,False,S74243323
201,warvir,Warbling Vireo,Vireo gilvus,L5254868,Green Hill Cemetry,2020-09-30 10:33,1.0,27.3536448,-98.7504036,True,False,False,S74243323
202,gofwoo,Golden-fronted Woodpecker,Melanerpes aurifrons,L5254868,Green Hill Cemetry,2020-09-30 10:33,2.0,27.3536448,-98.7504036,True,False,False,S74243323
203,blctit4,Black-crested Titmouse,Baeolophus atricristatus,L5254868,Green Hill Cemetry,2020-09-30 10:33,1.0,27.3536448,-98.7504036,True,False,False,S74243323
204,coukin,Couch's Kingbird,Tyrannus couchii,L5254868,Green Hill Cemetry,2020-09-30 10:33,1.0,27.3536448,-98.7504036,True,False,False,S74243323
205,phivir,Philadelphia Vireo,Vireo philadelphicus,L11827289,"Historic Fairfax Family Grounds, Fort Belvoir US-restricted access",2020-09-30 10:31,1.0,38.678377,-77.129765,True,False,True,S74242126
206,orcwar,Orange-crowned Warbler,Leiothlypis celata,L1854308,Arcadia Wildlife Sanctuary (Mass Audubon),2020-09-30 10:31,1.0,42.2892095,-72.6454518,True,False,False,S74243396
207,y00322,Downy/Hairy Woodpecker,Dryobates pubescens/villosus,L5802516,"Clays Lane, Averill Park, NY",2020-09-30 10:30,1.0,42.6019,-73.564291,True,False,True,S74242839
208,y00632,Mallard/Mottled Duck,Anas platyrhynchos/fulvigula,L3174475,"Backyard - Bradenton, FL",2020-09-30 10:29,2.0,27.4891167,-82.4996907,True,False,True,S74240281
209,rebmer,Red-breasted Merganser,Mergus serrator,L4754703,Shifting Lots Preserve,2020-09-30 10:28,1.0,41.8401371,-70.53684,True,False,False,S74241404
210,horlar,Horned Lark,Eremophila alpestris,L12397247,"9320 Van Wert Road, Homer, Michigan, US (42.138, -84.712)",2020-09-30 10:28,2.0,42.1381878,-84.7121413,True,False,True,S74242423
211,grnjay,Green Jay,Cyanocorax yncas,L1391443,Ebony Hills Golf Course and surrounding residential area,2020-09-30 10:26,3.0,26.2863235,-98.1700573,True,False,True,S74243283
212,sparro1,sparrow sp.,Passerellidae sp. (sparrow sp.),L12357474,Bishop Road yard (private),2020-09-30 10:25,2.0,41.7612312,-72.7333894,True,False,True,S74241712
213,lobdow,Long-billed Dowitcher,Limnodromus scolopaceus,L151157,Silver Creek Reservoir,2020-09-30 10:25,2.0,44.037586,-92.357025,True,False,False,S74242950
214,paibun,Painted Bunting,Passerina ciris,L3216995,Turkey Pond,2020-09-30 10:24,2.0,32.924843,-82.2469139,True,False,False,S74241569
215,whwdov,White-winged Dove,Zenaida asiatica,L12397200,"202 D'Evereux Dr, Lafayette US-LA 30.15575, -92.08108",2020-09-30 10:21,1.0,30.155751,-92.081082,True,False,True,S74242155
216,btbwar,Black-throated Blue Warbler,Setophaga caerulescens,L164552,Blendon Woods Metro Park,2020-09-30 10:21,1.0,40.0730854,-82.8726196,True,False,False,S74242149
217,domgoo1,Domestic goose sp. (Domestic type),Anser sp. (Domestic type),L9372690,"Jacobson Park, Lexington US-KY (37.9886,-84.4309)",2020-09-30 10:21,2.0,37.988611,-84.430881,True,False,True,S74241155
218,mallar2,Mallard (Domestic type),Anas platyrhynchos (Domestic type),L9372690,"Jacobson Park, Lexington US-KY (37.9886,-84.4309)",2020-09-30 10:21,5.0,37.988611,-84.430881,True,False,True,S74241155
219,swahaw,Swainson's Hawk,Buteo swainsoni,L7758673,"15010 U.S. 83, Garden City, Kansas, US (38.167, -100.884)",2020-09-30 10:21,43.0,38.1670395,-100.8835318,True,False,True,S74242317
220,harspa,Harris's Sparrow,Zonotrichia querula,L10351038,"27499 190th St NW, Warren US-MN (48.1513,-96.6416)",2020-09-30 10:20,4.0,48.151318,-96.641622,True,False,True,S74242654
221,passer1,passerine sp.,Passeriformes sp.,L11166898,Grand Central Boulevard,2020-09-30 10:20,4.0,37.0586397,-84.6327331,True,False,True,S74243094
222,sumtan,Summer Tanager,Piranga rubra,L11166898,Grand Central Boulevard,2020-09-30 10:20,1.0,37.0586397,-84.6327331,True,False,True,S74243094
223,bird1,bird sp.,Aves sp.,L11166898,Grand Central Boulevard,2020-09-30 10:20,1.0,37.0586397,-84.6327331,True,False,True,S74243094
224,purgal2,Purple Gallinule,Porphyrio martinica,L4319522,Sharon Rose Wiechens Preserve,2020-09-30 10:20,5.0,28.8451812,-81.9517422,True,False,False,S74241516
225,incdov,Inca Dove,Columbina inca,L12397279,"268 Riverside Dr, San Antonio US-TX 29.37691, -98.48201",2020-09-30 10:17,1.0,29.376905,-98.482009,True,False,True,S74242646
226,marwre,Marsh Wren,Cistothorus palustris,L7133397,"3825 Virgil Boulevard (Restricted Access), New Orleans, Louisiana, US (29.998, -90.069)",2020-09-30 10:15,1.0,29.9983834,-90.0693183,True,False,True,S74243214
227,accipi,Accipiter sp.,Accipiter sp.,L4922520,State Hill Hawk Watch,2020-09-30 10:13,1.0,40.3626567,-76.0398396,True,False,True,S74242005
228,balori,Baltimore Oriole,Icterus galbula,L7984989,Lake Wright,2020-09-30 10:13,1.0,36.8809854,-76.1988865,True,False,False,S74241578
229,y00476,Greater/Lesser Yellowlegs,Tringa melanoleuca/flavipes,L474356,Indian Trail Sewage Lagoon,2020-09-30 10:12,1.0,43.0885731,-82.4880123,True,False,False,S74240001
230,ovenbi1,Ovenbird,Seiurus aurocapilla,L164553,"Green Lawn Cemetery, Columbus",2020-09-30 10:10,1.0,39.940098,-83.03271,True,False,False,S74242436
231,buntin,Passerina sp.,Passerina sp.,L11931675,Brentwood area,2020-09-30 10:09,2.0,30.423578,-91.097367,True,False,True,S74242186
232,compea,Indian Peafowl,Pavo cristatus,L9538024,Jax Heights yard,2020-09-30 10:07,1.0,30.218526,-81.795968,True,False,True,S74241641
233,rinphe,Ring-necked Pheasant,Phasianus colchicus,L212389,Stevenson Rd. Game Farm and Compost,2020-09-30 10:07,1.0,42.446935,-76.4375442,True,False,False,S74239931
234,prowar,Prothonotary Warbler,Protonotaria citrea,L7682942,My house,2020-09-30 10:06,1.0,26.2792258,-81.8269805,True,False,True,S74240218
235,empido,Empidonax sp.,Empidonax sp.,L12397136,"32754, Mims US-FL 28.79097, -80.80746",2020-09-30 10:05,1.0,28.790966,-80.807458,True,False,True,S74241800
236,buwwar,Blue-winged Warbler,Vermivora cyanoptera,L12397136,"32754, Mims US-FL 28.79097, -80.80746",2020-09-30 10:05,1.0,28.790966,-80.807458,True,False,True,S74241800
237,leafly,Least Flycatcher,Empidonax minimus,L716808,Forty Fort Rec Fields,2020-09-30 10:05,1.0,41.2885454,-75.8652091,True,False,False,S74243459
238,wren1,wren sp.,Troglodytidae sp.,L12396919,Bradford Woods Development,2020-09-30 10:05,2.0,40.2304623,-75.4846402,True,False,True,S74240556
239,greroa,Greater Roadrunner,Geococcyx californianus,L8234088,1drivewayloop,2020-09-30 10:02,1.0,30.4057409,-98.2541489,True,False,True,S74243528
240,wooscj2,Woodhouse's Scrub-Jay,Aphelocoma woodhouseii,L8234088,1drivewayloop,2020-09-30 10:02,1.0,30.4057409,-98.2541489,True,False,True,S74243528
241,rinduc,Ring-necked Duck,Aythya collaris,L1613027,Pine City WTP,2020-09-30 10:00,5.0,45.8469322,-92.9633773,True,False,False,S74243298
242,shoreb1,shorebird sp.,Charadriiformes sp.,L207345,Assawompsett Ponds complex (please use more refined location),2020-09-30 10:00,1.0,41.8176265,-70.9079238,True,False,False,S74241601
243,banswa,Bank Swallow,Riparia riparia,L207345,Assawompsett Ponds complex (please use more refined location),2020-09-30 10:00,1.0,41.8176265,-70.9079238,True,False,False,S74241601
244,woothr,Wood Thrush,Hylocichla mustelina,L2171622,Tareyton Park and NE Ithaca Rec. Way,2020-09-30 10:00,1.0,42.4749353,-76.4600828,True,False,False,S74240512
245,hoomer,Hooded Merganser,Lophodytes cucullatus,L1613027,Pine City WTP,2020-09-30 10:00,2.0,45.8469322,-92.9633773,True,False,False,S74243298
246,grecor,Great Cormorant,Phalacrocorax carbo,L207345,Assawompsett Ponds complex (please use more refined location),2020-09-30 10:00,1.0,41.8176265,-70.9079238,True,False,False,S74241601
247,fiespa,Field Sparrow,Spizella pusilla,L3754359,US-WI-Clyde-6681 Leaches Crossing Rd,2020-09-30 09:59,2.0,43.137306,-90.235978,True,False,True,S74242605
248,dabduc1,dabbling duck sp.,Anatidae sp. (dabbling duck sp.),L99388,Montezuma NWR--Main Pool,2020-09-30 09:59,100.0,42.9796604,-76.7437077,True,False,False,S74240952
249,archil1,Ruby-throated/Black-chinned Hummingbird,Archilochus colubris/alexandri,L225644,Port Aransas--Holt Paradise Pond,2020-09-30 09:57,8.0,27.835069,-97.072276,True,False,False,S74242077
250,easkin,Eastern Kingbird,Tyrannus tyrannus,L225644,Port Aransas--Holt Paradise Pond,2020-09-30 09:57,1.0,27.835069,-97.072276,True,False,False,S74242077
251,comeid,Common Eider,Somateria mollissima,L109146,Jones Beach SP--Coast Guard Station,2020-09-30 09:56,1.0,40.5888889,-73.5566667,True,False,False,S74241297
252,ameoys,American Oystercatcher,Haematopus palliatus,L109146,Jones Beach SP--Coast Guard Station,2020-09-30 09:56,100.0,40.5888889,-73.5566667,True,False,False,S74241297
253,purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,L830108,Harns Marsh,2020-09-30 09:56,5.0,26.6496729,-81.6869336,True,False,False,S74242661
254,shbdow,Short-billed Dowitcher,Limnodromus griseus,L109146,Jones Beach SP--Coast Guard Station,2020-09-30 09:56,2.0,40.5888889,-73.5566667,True,False,False,S74241297
255,motduc,Mottled Duck,Anas fulvigula,L830108,Harns Marsh,2020-09-30 09:56,2.0,26.6496729,-81.6869336,True,False,False,S74242661
256,comter,Common Tern,Sterna hirundo,L109146,Jones Beach SP--Coast Guard Station,2020-09-30 09:56,5.0,40.5888889,-73.5566667,True,False,False,S74241297
257,redkno,Red Knot,Calidris canutus,L109146,Jones Beach SP--Coast Guard Station,2020-09-30 09:56,3.0,40.5888889,-73.5566667,True,False,False,S74241297
258,blksco2,Black Scoter,Melanitta americana,L109146,Jones Beach SP--Coast Guard Station,2020-09-30 09:56,2.0,40.5888889,-73.5566667,True,False,False,S74241297
259,grcfly,Great Crested Flycatcher,Myiarchus crinitus,L127422,Crandon Park,2020-09-30 09:55,1.0,25.7089712,-80.1536322,True,False,False,S74243389
260,grykin,Gray Kingbird,Tyrannus dominicensis,L127422,Crandon Park,2020-09-30 09:55,1.0,25.7089712,-80.1536322,True,False,False,S74243389
261,ameavo,American Avocet,Recurvirostra americana,L573788,Cedar Key--No. 4 Bridge & Fishing Pier,2020-09-30 09:55,22.0,29.1642664,-83.0271149,True,False,False,S74240336
262,pipplo,Piping Plover,Charadrius melodus,L127422,Crandon Park,2020-09-30 09:55,8.0,25.7089712,-80.1536322,True,False,False,S74243389
263,y00616,Yellow-billed/Black-billed Cuckoo,Coccyzus americanus/erythropthalmus,L291403,Washington Park (Urban Ecology Center),2020-09-30 09:54,1.0,43.0523481,-87.9668937,True,False,False,S74241504
264,wlswar,Wilson's Warbler,Cardellina pusilla,L284586,"Wendy Park, Whiskey Island",2020-09-30 09:52,1.0,41.4991725,-81.7146913,True,False,False,S74240510
265,flsjay,Florida Scrub-Jay,Aphelocoma coerulescens,L278595,Blue Spring SP,2020-09-30 09:51,4.0,28.942476,-81.3418172,True,False,False,S74242658
266,flycat1,flycatcher sp. (Tyrannidae sp.),Tyrannidae sp.,L727106,Rock Creek Cemetery,2020-09-30 09:51,3.0,38.9479576,-77.0112044,True,False,False,S74242871
267,wesmea,Western Meadowlark,Sturnella neglecta,L6475311,Little Egypt Park,2020-09-30 09:51,4.0,48.1560989,-103.0394351,True,False,False,S74242127
268,amtspa,American Tree Sparrow,Spizelloides arborea,L6475311,Little Egypt Park,2020-09-30 09:51,1.0,48.1560989,-103.0394351,True,False,False,S74242127
269,parjae,Parasitic Jaeger,Stercorarius parasiticus,L7933665,Canaveral National Seashore--Lot #5,2020-09-30 09:50,1.0,28.6636668,-80.6386568,True,False,False,S74239714
270,amewoo,American Woodcock,Scolopax minor,L3181910,Shaver's Creek Env. Center--Boardwalk,2020-09-30 09:50,1.0,40.6665575,-77.9083326,True,False,False,S74242118
271,towwar,Townsend's Warbler,Setophaga townsendi,L2296807,Animas River--Huck Finn Pond & Hatchery area,2020-09-30 09:50,1.0,37.2807117,-107.8743696,True,False,False,S74243324
272,amedip,American Dipper,Cinclus mexicanus,L2296807,Animas River--Huck Finn Pond & Hatchery area,2020-09-30 09:50,1.0,37.2807117,-107.8743696,True,False,False,S74243324
273,verfly,Vermilion Flycatcher,Pyrocephalus rubinus,L12397219,"137 N Nueces Park Ln, Harlingen US-TX 26.20118, -97.76511",2020-09-30 09:47,1.0,26.201183,-97.76511,True,False,True,S74242271
274,calqua,California Quail,Callipepla californica,L143030,Boise,2020-09-30 09:45,1.0,43.6134911,-116.203949,True,False,True,S74243260
275,bkbmag1,Black-billed Magpie,Pica hudsonia,L12357163,"9755 48 Road, Mesa, Colorado, US (39.148, -108.166)",2020-09-30 09:45,1.0,39.1477392,-108.1663793,True,False,True,S74243211
276,bewwre,Bewick's Wren,Thryomanes bewickii,L12357163,"9755 48 Road, Mesa, Colorado, US (39.148, -108.166)",2020-09-30 09:45,1.0,39.1477392,-108.1663793,True,False,True,S74243211
277,foxspa,Fox Sparrow,Passerella iliaca,L5780552,Duluth--4th Ave. E between 1st and 4th St.,2020-09-30 09:44,1.0,46.7928468,-92.0960712,True,False,True,S74241638
278,clcspa,Clay-colored Sparrow,Spizella pallida,L5780552,Duluth--4th Ave. E between 1st and 4th St.,2020-09-30 09:44,1.0,46.7928468,-92.0960712,True,False,True,S74241638
279,boboli,Bobolink,Dolichonyx oryzivorus,L1596312,Yard list: Garland/Cunningham,2020-09-30 09:44,2.0,38.9373233,-74.9318693,True,False,True,S74242868
280,casfin,Cassin's Finch,Haemorhous cassinii,L12397392,"7870 Cedar Way, Park City US-UT 40.74605, -111.60090",2020-09-30 09:43,4.0,40.746048,-111.600903,True,False,True,S74243341
281,sstspa,Saltmarsh Sparrow,Ammospiza caudacuta,L4776720,Witch Island,2020-09-30 09:43,1.0,42.9379358,-70.7973361,True,False,True,S74240619
282,eutspa,Eurasian Tree Sparrow,Passer montanus,L7347008,Andrews Ave.,2020-09-30 09:43,4.0,38.5712518,-90.4202442,True,False,True,S74240916
283,evegro,Evening Grosbeak,Coccothraustes vespertinus,L12397392,"7870 Cedar Way, Park City US-UT 40.74605, -111.60090",2020-09-30 09:43,1.0,40.746048,-111.600903,True,False,True,S74243341
284,bkhpar,Nanday Parakeet,Aratinga nenday,L1877656,Pinecraft Park,2020-09-30 09:43,2.0,27.3189746,-82.5037765,True,False,False,S74242326
285,y00612,Sharp-shinned/Cooper's Hawk,Accipiter striatus/cooperii,L1827172,Hockhocking Adena Bikeway--Armitage Rd.,2020-09-30 09:43,1.0,39.3424808,-82.1095116,True,False,False,S74242621
286,veery,Veery,Catharus fuscescens,L1877656,Pinecraft Park,2020-09-30 09:43,1.0,27.3189746,-82.5037765,True,False,False,S74242326
287,larspa,Lark Sparrow,Chondestes grammacus,L12397002,"62675, Petersburg US-IL 39.92250, -89.81555",2020-09-30 09:42,1.0,39.922499,-89.815551,True,False,True,S74240694
288,crow,crow sp.,Corvus sp. (crow sp.),L2957441,Beezamer,2020-09-30 09:42,1.0,42.3907709,-76.407305,True,False,True,S74241393
289,mouwar,Mourning Warbler,Geothlypis philadelphia,L281786,Cornell University--Beebe Lake,2020-09-30 09:41,1.0,42.4512932,-76.4767515,True,False,False,S74242452
290,larus1,Larus sp.,Larus sp.,L11451238,"NY:TOM:Ithaca: S Turtle Ln Hawthorns, Cass Pk",2020-09-30 09:40,6.0,42.4457855,-76.5146111,True,False,True,S74241883
291,monpar,Monk Parakeet,Myiopsitta monachus,L4230553,Snapper Creek Park,2020-09-30 09:39,3.0,25.6938206,-80.35857,True,False,False,S74241590
292,grbani,Groove-billed Ani,Crotophaga sulcirostris,L1938222,White Point & Koonce Loop,2020-09-30 09:38,1.0,27.8710619,-97.4199343,True,False,False,S74242553
293,canwar,Canada Warbler,Cardellina canadensis,L1938222,White Point & Koonce Loop,2020-09-30 09:38,1.0,27.8710619,-97.4199343,True,False,False,S74242553
294,y00604,Cliff/Cave Swallow,Petrochelidon pyrrhonota/fulva,L1938222,White Point & Koonce Loop,2020-09-30 09:38,15.0,27.8710619,-97.4199343,True,False,False,S74242553
295,lobthr,Long-billed Thrasher,Toxostoma longirostre,L1938222,White Point & Koonce Loop,2020-09-30 09:38,2.0,27.8710619,-97.4199343,True,False,False,S74242553
296,rengre,Red-necked Grebe,Podiceps grisegena,L3972115,Ashmun Bay Park--boat launch,2020-09-30 09:38,1.0,46.4988025,-84.3749202,True,False,False,S74241626
297,pygnut,Pygmy Nuthatch,Sitta pygmaea,L11658563,S Doubleheader Ranch Rd,2020-09-30 09:37,6.0,39.564014,-105.251305,True,False,True,S74243122
298,scaqua,Scaled Quail,Callipepla squamata,L12396967,"79852, Terlingua US-TX 29.30245, -103.68112",2020-09-30 09:37,10.0,29.302446,-103.681116,True,False,True,S74240516
299,stejay,Steller's Jay,Cyanocitta stelleri,L11658563,S Doubleheader Ranch Rd,2020-09-30 09:37,5.0,39.564014,-105.251305,True,False,True,S74243122
300,mouchi,Mountain Chickadee,Poecile gambeli,L11658563,S Doubleheader Ranch Rd,2020-09-30 09:37,7.0,39.564014,-105.251305,True,False,True,S74243122
301,rusbla,Rusty Blackbird,Euphagus carolinus,L466377,"Dillant-Hopkins Airport, Swanzey",2020-09-30 09:36,5.0,42.9010558,-72.2696972,True,False,False,S74239663
302,rufgro,Ruffed Grouse,Bonasa umbellus,L12397358,"1377-1301 Souls Hill Road, Chemung, New York, US (42.066, -76.592)",2020-09-30 09:35,1.0,42.0659458,-76.5915915,True,False,True,S74243161
303,yebcha,Yellow-breasted Chat,Icteria virens,L2729411,Starkey Wetland,2020-09-30 09:34,1.0,37.2031626,-80.0018339,True,False,False,S74242516
304,bushti,Bushtit,Psaltriparus minimus,L131197,Netherwood Park Neighborhood,2020-09-30 09:33,12.0,35.1042061,-106.6195526,True,False,True,S74242820
305,sora,Sora,Porzana carolina,L12396746,"Auto selected 41.47611, -82.17882",2020-09-30 09:33,1.0,41.476105,-82.178817,True,False,True,S74239289
306,rensap,Red-naped Sapsucker,Sphyrapicus nuchalis,L1525666,Heikoop backyard,2020-09-30 09:30,1.0,35.8199822,-106.2023798,True,False,True,S74242504
307,revbul,Red-vented Bulbul,Pycnonotus cafer,L5162198,"Glenwood Cemetery, Houston",2020-09-30 09:30,4.0,29.765346,-95.3849316,True,False,False,S74242506
308,blackb,blackbird sp.,Icteridae sp.,L5422482,Dyer Farm,2020-09-30 09:29,500.0,42.340561,-83.652073,True,False,True,S74238355
309,wilsni1,Wilson's Snipe,Gallinago delicata,L1159583,Caledonia WWTP (private appt. only- call 616-889-7937),2020-09-30 09:29,1.0,42.8064027,-85.5076303,True,False,False,S74238260
310,stisan,Stilt Sandpiper,Calidris himantopus,L1722141,Gibson Generating Station--East Perimeter County Roads,2020-09-30 09:29,3.0,38.3483973,-87.7307506,True,False,False,S74241926
